PlayerID,FG,FGA,3P,3PA,FT,FTA,FG%,3P%,FT%
ryanma01,0.5,1.6,0.3,1.0,0.1,0.1,0.323,0.316,1.0
toppija01,0.5,1.3,0.3,0.6,0.0,0.0,0.409,0.5,
toppija01,0.2,0.6,0.0,0.1,0.0,0.0,0.3,0.0,
toppija01,6.0,12.0,5.0,8.0,0.0,0.0,0.5,0.625,
chrisca02,0.5,1.8,0.2,1.0,0.2,0.3,0.292,0.154,0.5
livinch01,0.4,1.3,0.0,0.4,0.6,0.8,0.333,0.0,0.75
alexatr01,0.5,1.7,0.1,0.7,0.1,0.2,0.317,0.176,0.75
jonessp01,0.6,1.7,0.1,0.9,0.2,0.2,0.324,0.059,1.0
labissk01,0.5,1.0,0.3,0.3,0.0,0.0,0.5,1.0,
bridgja01,0.3,0.9,0.3,0.9,0.4,0.5,0.286,0.286,0.75
colliyu01,0.5,1.5,0.0,0.0,0.0,0.0,0.333,,
jenkida01,0.4,1.4,0.1,1.0,0.0,0.3,0.3,0.143,0.0
keybr01,0.0,1.3,0.0,0.3,1.0,2.0,0.0,0.0,0.5
mcgowbr01,0.3,1.1,0.0,0.3,0.4,0.5,0.286,0.0,0.833
tillmxa01,0.4,1.6,0.2,1.0,0.1,0.1,0.245,0.156,0.75
travelu01,0.4,1.7,0.0,0.8,0.2,0.2,0.25,0.0,1.0
crawfis01,0.3,0.7,0.1,0.3,0.1,0.3,0.455,0.2,0.5
minayju01,0.4,1.1,0.1,0.5,0.0,0.1,0.381,0.2,0.0
watsoan02,0.4,1.0,0.0,0.1,0.0,0.0,0.444,0.0,
cartodj01,0.3,1.8,0.0,0.8,0.3,0.3,0.143,0.0,1.0
doziepj01,0.2,0.3,0.2,0.3,0.1,0.7,0.667,0.667,0.167
inglejo01,0.3,1.2,0.2,0.8,0.0,0.0,0.261,0.2,
ingraha01,0.4,0.8,0.0,0.2,0.0,0.0,0.5,0.0,
chomcul01,0.3,0.7,0.0,0.0,0.1,0.3,0.4,,0.5
johnsja01,0.3,0.9,0.0,0.3,0.0,0.1,0.364,0.0,0.0
robbili01,0.2,0.6,0.0,0.2,0.4,0.8,0.25,0.0,0.5
umudest01,0.2,1.2,0.1,0.7,0.1,0.2,0.192,0.2,0.5
cuiyo01,0.2,1.4,0.0,0.6,0.2,0.4,0.143,0.0,0.5
newtotr01,0.1,1.0,0.0,0.4,0.1,0.1,0.125,0.0,1.0
newtotr01,0.2,1.2,0.0,0.6,0.2,0.2,0.167,0.0,1.0
newtotr01,0.0,0.7,0.0,0.0,0.0,0.0,0.0,,
leonsma01,0.0,0.3,0.0,0.2,0.3,0.7,0.0,0.0,0.5
nixda01,0.0,0.3,0.0,0.3,0.3,0.7,0.0,0.0,0.5
daviste02,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,
edwarje01,0.0,0.0,0.0,0.0,0.0,0.0,,,
mccluma01,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,
mcdanja01,0.0,0.0,0.0,0.0,0.0,0.0,,,
minixri01,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
okafoja01,0.0,0.0,0.0,0.0,0.0,0.0,,,
pullizy01,0.0,0.3,0.0,0.0,0.0,0.0,0.0,,
steveis01,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,
taylote01,0.0,0.3,0.0,0.0,0.0,0.0,0.0,,
-9999,,,,,,,0.467,0.36,0.78
