PlayerID,Player,Age,Pos,TeamID
vandeja01,Jarred Vanderbilt,25.0,PF,LAL
jonesco02,Colby Jones,22.0,SG,2TM
jonesco02,Colby Jones,22.0,SG,SAC
jonesco02,Colby Jones,22.0,SG,WAS
batumni01,Nicolas Batum,36.0,PF,LAC
flynnma01,Malachi Flynn,26.0,PG,CHO
harpero02,Ron Harper Jr.,24.0,SF,DET
richajo01,Josh Richardson,31.0,SG,MIA
adamsst01,Steven Adams,31.0,C,HOU
lowryky01,Kyle Lowry,38.0,PG,PHI
prospol01,Olivier-Maxence Prosper,22.0,PF,DAL
millspa02,Patty Mills,36.0,PG,2TM
millspa02,Patty Mills,36.0,PG,UTA
millspa02,Patty Mills,36.0,PG,LAC
carlsbr01,Branden Carlson,25.0,C,OKC
cartede02,Devin Carter,22.0,PG,SAC
diengou01,Ousmane Dieng,21.0,C,OKC
morrima02,Markieff Morris,35.0,PF,2TM
morrima02,Markieff Morris,35.0,PF,DAL
morrima02,Markieff Morris,35.0,PF,LAL
batesem01,Emoni Bates,21.0,SF,CLE
jordade01,DeAndre Jordan,36.0,C,DEN
portecr01,Craig Porter Jr.,24.0,PG,CLE
roweja01,Jackson Rowe,28.0,PF,GSW
weslebl01,Blake Wesley,21.0,SG,SAS
thorjt01,JT Thor,22.0,PF,2TM
thorjt01,JT Thor,22.0,PF,CLE
thorjt01,JT Thor,22.0,PF,WAS
scheiba01,Baylor Scheierman,24.0,SG,BOS
tateja01,Jae'Sean Tate,29.0,SF,HOU
tysonja01,Jaylon Tyson,22.0,SG,CLE
paytoel01,Elfrid Payton,30.0,PG,2TM
paytoel01,Elfrid Payton,30.0,PG,NOP
paytoel01,Elfrid Payton,30.0,PG,CHO
garzalu01,Luka Garza,26.0,C,MIN
josepco01,Cory Joseph,33.0,PG,ORL
mcderdo01,Doug McDermott,33.0,SF,SAC
saricda01,Dario Šarić,30.0,C,DEN
bouyeja01,Jamaree Bouyea,25.0,PG,MIL
fernabr01,Bruno Fernando,26.0,C,TOR
jacksan01,Andre Jackson Jr.,23.0,SG,MIL
jonesis01,Isaac Jones,24.0,PF,SAC
knoxke01,Kevin Knox,25.0,SF,GSW
leeda03,Damion Lee,32.0,SG,PHO
willije02,Jeenathan Williams,25.0,SG,HOU
harklej01,Elijah Harkless,24.0,SG,UTA
nnajize01,Zeke Nnaji,24.0,PF,DEN
reddica01,Cam Reddish,25.0,SF,LAL
wrighde01,Delon Wright,32.0,PG,2TM
wrighde01,Delon Wright,32.0,PG,MIL
wrighde01,Delon Wright,32.0,PG,NYK
kelleky01,Kylor Kelley,27.0,C,2TM
kelleky01,Kylor Kelley,27.0,C,DAL
kelleky01,Kylor Kelley,27.0,C,NOP
harriga01,Gary Harris,30.0,SG,ORL
klebima01,Maxi Kleber,33.0,PF,DAL
mooreta02,Taze Moore,26.0,SG,POR
ruperra01,Rayan Rupert,20.0,SG,POR
tuckepj01,P.J. Tucker,39.0,SF,NYK
nancepe01,Pete Nance,24.0,C,2TM
nancepe01,Pete Nance,24.0,C,PHI
nancepe01,Pete Nance,24.0,PF,MIL
fultzma01,Markelle Fultz,26.0,PG,SAC
gibsota01,Taj Gibson,39.0,C,CHO
smithty02,Tyler Smith,20.0,PF,MIL
dennira01,RayJ Dennis,23.0,PG,IND
dukeda01,David Duke Jr.,25.0,SG,SAS
johnske10,Keshad Johnson,23.0,SF,MIA
beekmre01,Reece Beekman,23.0,PG,2TM
beekmre01,Reece Beekman,23.0,PG,GSW
beekmre01,Reece Beekman,23.0,PG,BRK
crowdja01,Jae Crowder,34.0,PF,SAC
minotjo01,Josh Minott,22.0,SF,MIN
tysonhu01,Hunter Tyson,24.0,PF,DEN
sprinja01,Jaden Springer,22.0,PG,2TM
sprinja01,Jaden Springer,22.0,SG,BOS
sprinja01,Jaden Springer,22.0,PG,UTA
jemistr01,Trey Jemison,25.0,C,2TM
jemistr01,Trey Jemison,25.0,C,NOP
jemistr01,Trey Jemison,25.0,C,LAL
gillan01,Anthony Gill,32.0,PF,WAS
jonesdi01,Dillon Jones,23.0,SF,OKC
spencpa01,Pat Spencer,28.0,PG,GSW
davisjo06,Johnny Davis,22.0,SG,WAS
kolokch01,Christian Koloko,24.0,C,LAL
konchjo01,John Konchar,28.0,SG,MEM
beaucma01,MarJon Beauchamp,24.0,SF,3TM
beaucma01,MarJon Beauchamp,24.0,SF,MIL
beaucma01,MarJon Beauchamp,24.0,SF,LAC
beaucma01,MarJon Beauchamp,24.0,SF,NYK
jamesbr02,Bronny James,20.0,SG,LAL
jonesma05,Mason Jones,26.0,SG,SAC
norrimi01,Miles Norris,24.0,PF,BOS
baldwpa01,Patrick Baldwin Jr.,22.0,SF,2TM
baldwpa01,Patrick Baldwin Jr.,22.0,SF,WAS
baldwpa01,Patrick Baldwin Jr.,22.0,SF,LAC
peterdr01,Drew Peterson,25.0,PF,BOS
washity02,TyTy Washington Jr.,23.0,PG,PHO
mclaujo01,Jordan McLaughlin,28.0,PG,2TM
mclaujo01,Jordan McLaughlin,28.0,PG,SAC
mclaujo01,Jordan McLaughlin,28.0,PG,SAS
davisjd01,JD Davison,22.0,PG,BOS
duartch01,Chris Duarte,27.0,SG,CHI
freemen01,Enrique Freeman,24.0,PF,IND
furphjo01,Johnny Furphy,20.0,SG,IND
poweldw01,Dwight Powell,33.0,C,DAL
chrisjo01,Josh Christopher,23.0,SG,MIA
kolekty01,Tyler Kolek,23.0,PG,NYK
sanogad01,Adama Sanogo,22.0,C,CHI
brownko01,Kobe Brown,25.0,PF,LAC
hukpoar01,Ariel Hukporti,22.0,C,NYK
klintbo01,Bobi Klintman,21.0,SF,DET
templga01,Garrett Temple,38.0,SG,TOR
simsje01,Jericho Sims,26.0,C,2TM
simsje01,Jericho Sims,26.0,C,NYK
simsje01,Jericho Sims,26.0,C,MIL
cancavl01,Vlatko Čančar,27.0,PF,DEN
flaglad01,Adam Flagler,25.0,SG,OKC
flowetr01,Trentyn Flowers,19.0,SF,LAC
liddeej01,E.J. Liddell,24.0,PF,CHI
youngja05,Jahmir Young,24.0,PG,CHI
dadiepa01,Pacome Dadiet,19.0,SG,NYK
ducasal01,Alex Ducas,24.0,SG,OKC
hallpj01,PJ Hall,22.0,C,DEN
milleem01,Emanuel Miller,24.0,PF,CHI
thomptr01,Tristan Thompson,33.0,C,CLE
lenal01,Alex Len,31.0,C,2TM
lenal01,Alex Len,31.0,C,SAC
lenal01,Alex Len,31.0,C,LAL
kawamyu01,Yuki Kawamura,23.0,PG,MEM
mcveija01,Jack McVeigh,28.0,PF,HOU
armeltr01,Armel Traoré,22.0,SF,LAL
walshjo01,Jordan Walsh,20.0,PF,BOS
wheelph02,Phillip Wheeler,22.0,PF,PHI
cissosi01,Sidy Cissoko,20.0,SF,2TM
cissosi01,Sidy Cissoko,20.0,SF,SAS
cissosi01,Sidy Cissoko,20.0,SF,POR
gortmja01,Jazian Gortman,21.0,PG,DAL
mcculke01,Kevin McCullar Jr.,23.0,SF,NYK
millele01,Leonard Miller,21.0,SF,MIN
olivaqu01,Quincy Olivari,23.0,PG,LAL
ryanma01,Matt Ryan,27.0,SF,NYK
toppija01,Jacob Toppin,24.0,SF,2TM
toppija01,Jacob Toppin,24.0,SF,NYK
toppija01,Jacob Toppin,24.0,SF,ATL
chrisca02,Cam Christie,19.0,SG,LAC
livinch01,Chris Livingston,21.0,SF,MIL
alexatr01,Trey Alexander,21.0,SG,DEN
jonessp01,Spencer Jones,23.0,SF,DEN
labissk01,Skal Labissière,28.0,PF,SAC
bridgja01,Jalen Bridges,23.0,SF,PHO
colliyu01,Yuri Collins,23.0,PG,GSW
jenkida01,Daniss Jenkins,23.0,PG,DET
keybr01,Braxton Key,27.0,SF,GSW
mcgowbr01,Bryce McGowens,22.0,SG,POR
tillmxa01,Xavier Tillman Sr.,26.0,C,BOS
travelu01,Luke Travers,23.0,SG,CLE
crawfis01,Isaiah Crawford,23.0,SF,SAC
minayju01,Justin Minaya,25.0,SF,POR
watsoan02,Anton Watson,24.0,SF,NYK
cartodj01,D.J. Carton,24.0,SG,TOR
doziepj01,PJ Dozier,28.0,SG,MIN
inglejo01,Joe Ingles,37.0,SF,MIN
ingraha01,Harrison Ingram,22.0,SF,SAS
chomcul01,Ulrich Chomche,19.0,PF,TOR
johnsja01,James Johnson,37.0,PF,IND
robbili01,Liam Robbins,25.0,C,MIL
umudest01,Stanley Umude,25.0,SG,MIL
cuiyo01,Cui Yongxi,21.0,SG,BRK
newtotr01,Tristen Newton,23.0,SG,2TM
newtotr01,Tristen Newton,23.0,SG,IND
newtotr01,Tristen Newton,23.0,SG,MIN
leonsma01,Malevy Leons,25.0,SF,OKC
nixda01,Daishen Nix,22.0,PG,MIN
daviste02,Terence Davis,27.0,SG,SAC
edwarje01,Jesse Edwards,24.0,C,MIN
mccluma01,Mac McClung,26.0,SG,ORL
mcdanja01,Jalen McDaniels,27.0,SF,WAS
minixri01,Riley Minix,24.0,SF,SAS
okafoja01,Jahlil Okafor,29.0,C,IND
pullizy01,Zyon Pullin,23.0,SG,MEM
steveis01,Isaiah Stevens,24.0,PG,MIA
taylote01,Terry Taylor,25.0,PF,SAC
-9999,League Average,,,
